ID,EDAD,ID_ATLETA,ID_RESULTADO,ID_PAIS_REPRESENTA
380,28,122,226,2
381,32,122,24,2
382,32,122,199,2
383,27,123,200,2
384,15,124,228,3
385,19,124,229,3
386,19,124,230,3
387,23,124,231,4
388,23,124,232,4
389,29,125,233,3
390,18,126,234,4
391,18,126,232,4
392,22,126,235,4
393,25,127,115,3
394,25,127,230,3
395,32,128,236,4
396,32,128,237,4
397,20,129,238,3
398,20,129,239,3
399,24,129,118,4
400,28,129,240,4
401,28,129,241,4
402,18,130,242,3
403,18,130,239,3
404,19,131,243,4
405,19,132,131,4
406,19,132,126,4
407,23,132,241,4
408,27,132,244,4
409,31,132,245,4
410,31,132,246,4
411,35,132,247,4
412,35,132,248,4
413,25,133,150,4
414,25,133,119,4
415,29,133,105,4
416,28,134,240,4
417,28,134,241,4
418,32,134,249,4
419,32,134,244,4
420,36,134,245,4
421,25,135,104,4
422,29,135,208,4
423,29,135,250,4
424,21,136,126,4
425,25,136,251,4
426,25,136,241,4
427,29,136,244,4
428,33,136,252,4
429,33,136,246,4
430,24,137,253,4
431,24,137,119,4
432,28,137,105,4
433,25,138,254,4
434,25,138,255,4
435,26,139,177,3
436,26,139,256,3
437,20,140,157,3
438,24,140,218,4
439,24,140,257,4
440,28,140,258,4
441,25,141,65,4
442,29,141,66,4
443,33,142,259,4
444,24,143,260,4
445,24,143,261,4
446,28,143,75,4
447,28,143,2,4
448,26,144,88,4
449,26,144,262,4
450,27,145,263,4
451,27,145,264,4
452,27,145,265,4
453,27,145,266,4
454,26,146,204,4
455,26,146,267,4
456,30,146,268,4
457,19,147,269,4
458,19,147,270,4
459,23,148,271,3
460,23,148,163,3
461,27,149,104,4
462,27,149,267,4
463,31,149,272,4
464,21,150,273,4
465,21,150,274,4
466,25,150,275,4
467,25,150,276,4
468,25,150,2,4
469,24,151,89,4
470,24,151,259,4
471,29,152,277,4
472,29,152,2,4
473,23,153,94,4
474,23,154,88,4
475,23,154,262,4
476,27,154,206,4
477,27,154,278,4
478,20,155,279,4
479,20,155,280,4
480,20,155,281,4
481,20,155,282,4
482,25,156,256,3
483,19,157,177,3
484,19,157,157,3
485,23,157,283,4
486,23,157,257,4
487,27,157,284,4
488,27,157,258,4
489,31,157,285,4
490,31,157,286,4
491,35,157,20,4
492,35,157,287,4
493,23,158,273,4
494,23,158,261,4
495,27,158,288,4
496,27,158,237,4
497,27,158,289,4
498,21,159,1,4
499,21,159,270,4
500,21,160,290,3
501,21,160,163,3
502,25,160,254,4
503,24,161,60,4
504,24,161,255,4
505,20,162,291,4
506,20,162,292,4
507,20,162,293,4
508,20,162,294,4
509,20,162,295,4
510,20,162,296,4
511,20,162,297,4
512,20,162,298,4
513,20,162,299,4
514,20,162,300,4
515,20,162,301,4
516,22,163,180,4
517,37,164,269,4
518,37,164,276,4
519,37,164,289,4
520,28,165,302,5
521,28,165,303,5
522,17,166,304,5
523,23,167,302,5
524,23,167,303,5
525,23,168,305,5
526,19,169,117,6
527,19,169,149,6
528,23,169,153,6
529,23,169,306,6
530,20,170,152,6
531,27,171,307,6
532,27,171,308,6
533,27,171,309,6
534,18,172,149,6
535,22,172,306,6
536,30,172,310,6
537,,173,311,6
538,,173,312,6
539,,174,311,6
540,,174,312,6
541,16,175,313,6
542,20,175,163,6
543,24,175,61,6
544,30,176,61,6
545,29,177,271,6
546,29,177,163,6
547,24,178,314,6
548,24,178,315,6
549,34,178,316,6
550,34,178,317,6
551,24,179,65,6
552,28,179,66,6
553,28,179,286,6
554,32,179,20,6
555,32,179,287,6
556,36,179,318,6
557,36,179,319,6
558,40,179,320,6
559,22,180,321,6
560,22,180,23,6
561,22,180,322,6
562,18,181,323,6
563,18,181,312,6
564,18,182,47,6
565,18,182,315,6
566,,183,47,6
567,,183,324,6
568,,183,325,6
569,,183,326,6
570,,183,327,6
571,,184,311,6
572,,184,312,6
573,25,185,65,6
574,29,185,224,6
575,29,185,286,6
576,37,185,319,6
577,34,186,44,6
578,38,186,24,6
579,38,186,308,6
580,38,186,322,6
581,24,187,94,7
582,20,188,313,8
583,24,188,271,8
584,32,188,88,8
585,30,189,104,9
586,23,190,131,9
587,23,191,118,9
588,23,191,328,9
589,27,191,251,9
590,27,191,329,9
591,26,192,330,9
592,26,192,328,9
593,30,192,331,9
594,30,192,329,9
595,30,193,242,9
596,30,193,332,9
597,26,194,238,9
598,26,194,332,9
599,23,195,143,9
600,24,196,333,9
601,26,197,200,9
602,30,197,205,9
603,24,198,334,9
